date,mean_prox,AR,snow_depth,tmin_avgC,fSCA,hunting,feeding,N
4/8/2021,0.196489256,0.199117647,0.402652095,-3.864,0.119151023,0,0,48
4/9/2021,0.104677939,0.196489256,0.342123862,-5.488,0.093487053,0,0,46
4/10/2021,0.086099034,0.104677939,0.321484517,-7.4704,0.071007056,0,0,46
4/11/2021,0.072734404,0.086099034,0.314377049,-8.4896,0.05419064,0,0,43
4/12/2021,0.077975589,0.072734404,0.279209472,-9.3408,0.043389436,0,0,45
4/13/2021,0.104331204,0.077975589,0.282970856,-10.2592,0.037092698,0,0,42
4/14/2021,0.109585772,0.104331204,0.279825137,-9.3968,0.032470223,0,0,43
4/15/2021,0.077865449,0.109585772,0.274996357,-7.9296,0.027714332,0,0,43
4/16/2021,0.08204607,0.077865449,0.274941712,-7.7056,0.02287008,0,0,42
4/17/2021,0.096461237,0.08204607,0.288380692,-7.7056,0.018720417,0,0,41
4/18/2021,0.08823983,0.096461237,0.287839709,-7.448,0.015811173,0,0,39
4/19/2021,0.106478189,0.08823983,0.256202186,-7.3248,0.014068423,0,0,38
4/20/2021,0.089358304,0.106478189,0.243714026,-8.7136,0.012986406,0,0,42
4/21/2021,0.066059379,0.089358304,0.24942623,-9.8336,0.012426592,0,0,39
4/22/2021,0.065891473,0.066059379,0.247344262,-9.912,0.011754402,0,0,43
4/23/2021,0.08033033,0.065891473,0.244229508,-9.3968,0.010712131,0,0,37
4/24/2021,0.074299299,0.08033033,0.237692168,-8.5568,0.009292595,0,0,37
4/25/2021,0.095483193,0.074299299,0.2148051,-6.5408,0.007601955,0,0,35
4/26/2021,0.0957503,0.095483193,0.213770492,-3.9648,0.005812209,0,0,35
4/27/2021,0.111104855,0.0957503,0.21571949,-2.1168,0.004113413,0,0,37
4/28/2021,0.091918683,0.111104855,0.240825137,-2.0608,0.002700479,0,0,32
4/29/2021,0.153304598,0.091918683,0.225588342,-2.5312,0.001734593,0,0,30
4/30/2021,0.089781746,0.153304598,0.213546448,-2.6096,0.001295184,0,0,28
5/1/2021,0.095561594,0.089781746,0.198112933,-2.4528,0.001183584,0,0,24
1/1/2022,0.148685474,0.097689076,0.43356102,-15.3,0.621835383,0,0,35
1/2/2022,0.074684874,0.148685474,0.425930783,-17.62,0.625057613,0,0,35
1/3/2022,0.079467787,0.074684874,0.492191257,-19.26,0.627916235,0,0,35
1/4/2022,0.095168067,0.079467787,0.47310929,-20.38,0.630753431,0,0,35
1/5/2022,0.119992997,0.095168067,0.451054645,-19.54,0.633803599,0,0,35
1/6/2022,0.179677871,0.119992997,0.493526412,-15.98,0.637094187,0,0,35
1/7/2022,0.212920168,0.179677871,0.58098725,-11.9,0.640463231,0,0,35
1/8/2022,0.147184874,0.212920168,0.605520947,-8.32,0.643698602,0,0,35
1/9/2022,0.128963585,0.147184874,0.585544627,-8.82,0.646601243,0,0,35
1/10/2022,0.09573678,0.128963585,0.667103825,-12.52,0.649148757,0,0,34
1/11/2022,0.141377005,0.09573678,0.643005465,-15.82,0.65128515,0,0,34
1/12/2022,0.148952763,0.141377005,0.626187614,-19.56,0.653040976,0,0,34
1/13/2022,0.15887552,0.148952763,0.609996357,-22.1,0.654423032,0,0,34
1/14/2022,0.142156863,0.15887552,0.594482696,-21.44,0.655569912,0,0,34
1/15/2022,0.091911765,0.142156863,0.58032969,-20.44,0.656540847,0,0,34
1/16/2022,0.084105764,0.091911765,0.568857924,-19.28,0.657422579,0,0,34
1/17/2022,0.072192513,0.084105764,0.558530055,-18.1,0.658234464,0,0,34
1/18/2022,0.079894534,0.072192513,0.549788707,-18.3,0.65887144,0,0,34
1/19/2022,0.114248578,0.079894534,0.542233151,-18.36,0.659315834,0,0,34
1/20/2022,0.098930481,0.114248578,0.535078324,-17.86,0.659370663,0,0,34
1/21/2022,0.106486079,0.098930481,0.529060109,-17.08,0.659050298,0,0,34
1/22/2022,0.10876199,0.106486079,0.543641166,-16.44,0.658398304,0,0,34
1/23/2022,0.090701129,0.10876199,0.553466302,-16.8,0.65760558,0,0,34
1/24/2022,0.09968063,0.090701129,0.547220401,-17.46,0.656819588,0,0,34
1/25/2022,0.099089969,0.09968063,0.540462659,-18.3,0.656105451,0,0,35
1/26/2022,0.066169468,0.099089969,0.536717669,-20.04,0.655456046,0,0,35
1/27/2022,0.088970588,0.066169468,0.530912568,-22.02,0.654929959,0,0,35
1/28/2022,0.076890756,0.088970588,0.545218579,-23.28,0.654715368,0,0,35
1/29/2022,0.082713085,0.076890756,0.540315118,-24.4,0.654971323,0,0,35
1/30/2022,0.083403361,0.082713085,0.535440802,-25.48,0.655677887,0,0,35
1/31/2022,0.114495798,0.083403361,0.52984153,-25.7,0.656886264,0,0,35
2/1/2022,0.138970588,0.114495798,0.524717669,-24.46,0.658562856,0,0,35
2/2/2022,0.157289916,0.138970588,0.520928962,-24.04,0.660490484,0,0,35
2/3/2022,0.158613445,0.157289916,0.517497268,-24.02,0.662601243,0,0,35
2/4/2022,0.180042017,0.158613445,0.514562842,-23.84,0.664655166,0,0,35
2/5/2022,0.172689076,0.180042017,0.511765027,-23.04,0.666395715,0,0,35
2/6/2022,0.171911765,0.172689076,0.508591985,-22.96,0.667568294,0,0,35
2/7/2022,0.196918768,0.171911765,0.50395082,-21.98,0.667996569,0,1,35
2/8/2022,0.219362745,0.196918768,0.500491803,-20.92,0.66752913,0,1,34
2/9/2022,0.243899937,0.219362745,0.495859745,-18.7,0.66619064,0,1,33
2/10/2022,0.363667675,0.243899937,0.514972678,-16.48,0.663958312,0,1,32
2/11/2022,0.350924059,0.363667675,0.510803279,-14.48,0.660828651,0,1,32
2/12/2022,0.38140121,0.350924059,0.505358834,-13.9,0.656886781,0,1,32
2/13/2022,0.402377352,0.38140121,0.506992714,-13.42,0.652387235,0,1,32
2/14/2022,0.340889017,0.402377352,0.503071038,-14.08,0.647611212,0,1,32
2/15/2022,0.264961358,0.340889017,0.498459016,-15.04,0.643046673,0,1,32
2/16/2022,0.275327621,0.264961358,0.492233151,-14.68,0.639146815,0,1,32
2/17/2022,0.325957661,0.275327621,0.501446266,-14.16,0.63631059,0,1,32
2/18/2022,0.316028226,0.325957661,0.503908925,-12.4,0.634779259,0,1,32
2/19/2022,0.340077765,0.316028226,0.500391621,-10.3,0.634424715,0,1,32
2/20/2022,0.340427375,0.340077765,0.496165756,-8.76,0.635068164,0,1,28
2/21/2022,0.303309812,0.340427375,0.483185792,-8.94,0.636261328,0,1,32
2/22/2022,0.280821573,0.303309812,0.503061931,-9.64,0.637683325,0,1,32
2/23/2022,0.288146841,0.280821573,0.503743169,-12.4,0.638970482,0,1,32
2/24/2022,0.294270833,0.288146841,0.537193078,-16.34,0.639729221,0,1,33
2/25/2022,0.326864919,0.294270833,0.534320583,-19.52,0.639590368,0,1,32
2/26/2022,0.299075941,0.326864919,0.534014572,-23.36,0.638084412,0,1,32
2/27/2022,0.279221907,0.299075941,0.532220401,-25.04,0.634824832,0,1,33
2/28/2022,0.284832702,0.279221907,0.529703097,-24.74,0.629415717,0,1,33
3/1/2022,0.171102151,0.284832702,0.525100182,-21.3,0.622086743,0,1,31
3/2/2022,0.192455197,0.171102151,0.501622951,-17.32,0.613118268,0,1,31
3/3/2022,0.2375,0.192455197,0.465165756,-13.02,0.603132639,0,1,31
3/4/2022,0.261379928,0.2375,0.438826958,-9.02,0.59312733,0,1,31
3/5/2022,0.243010753,0.261379928,0.416132969,-5.64,0.58413471,0,1,31
3/6/2022,0.300421147,0.243010753,0.404216758,-5.86,0.576187727,0,1,31
3/7/2022,0.248010753,0.300421147,0.445029144,-8.72,0.568872087,0,1,31
3/8/2022,0.217816092,0.248010753,0.455395264,-11.44,0.561180476,0,1,30
3/9/2022,0.233764368,0.217816092,0.450214936,-13.24,0.552061044,0,1,30
3/10/2022,0.249549808,0.233764368,0.490386157,-17.66,0.5404297,0,1,30
3/11/2022,0.266091954,0.249549808,0.486358834,-20.78,0.525630049,0,1,30
3/12/2022,0.277155172,0.266091954,0.483021858,-20.52,0.507268902,0,1,30
3/13/2022,0.316162327,0.277155172,0.478630237,-17.54,0.485419213,0,1,29
3/14/2022,0.301702146,0.316162327,0.455495446,-16.84,0.460742426,0,1,29
3/15/2022,0.294312169,0.301702146,0.47163388,-13.54,0.434313374,0,1,28
3/16/2022,0.334847149,0.294312169,0.479327869,-9.64,0.407554052,0,1,28
3/17/2022,0.277853261,0.334847149,0.464500911,-8.9,0.381193876,0,1,24
3/18/2022,0.344655797,0.277853261,0.476209472,-10.52,0.355558001,0,1,24
3/19/2022,0.276185771,0.344655797,0.472495446,-10.2,0.330256279,0,1,23
3/20/2022,0.257822793,0.276185771,0.468531876,-8.98,0.304173809,0,1,23
3/21/2022,0.235111989,0.257822793,0.437163934,-10.14,0.276761717,0,0,23
3/22/2022,0.187005929,0.235111989,0.446313297,-10.34,0.248266183,0,0,23
3/23/2022,0.112401186,0.187005929,0.419051002,-10.12,0.219477279,0,0,23
3/24/2022,0.170849802,0.112401186,0.412333333,-9.78,0.191641442,0,0,23
3/25/2022,0.211709486,0.170849802,0.386311475,-9.86,0.16578405,0,0,23
3/26/2022,0.19222583,0.211709486,0.35167031,-8.12,0.142534503,0,0,22
3/27/2022,0.214556277,0.19222583,0.324009108,-6.28,0.122127719,0,0,22
3/28/2022,0.169101732,0.214556277,0.290129326,-4.84,0.104314345,0,0,22
3/29/2022,0.128571429,0.169101732,0.258843352,-3.52,0.088917659,0,0,21
3/30/2022,0.106309524,0.128571429,0.265836066,-4.06,0.075716727,0,0,21
3/31/2022,0.160019841,0.106309524,0.250961749,-4.54,0.064912286,0,0,21
4/1/2022,0.143442982,0.160019841,0.252885246,-4.46,0.05639086,0,0,20
4/2/2022,0.161184211,0.143442982,0.249005465,-4.76,0.04999262,0,0,20
4/3/2022,0.179093567,0.161184211,0.245324226,-6,0.045366002,0,0,19
4/4/2022,0.205592105,0.179093567,0.233471767,-6.08,0.041896103,0,0,20
4/5/2022,0.314797794,0.205592105,0.227431694,-5.54,0.039203263,0,0,17
4/6/2022,0.173135965,0.314797794,0.251375228,-6.66,0.037099107,0,0,20
4/7/2022,0.125631313,0.173135965,0.261672131,-7.92,0.035327745,0,0,22
4/8/2022,0.095548246,0.125631313,0.254275046,-8.26,0.033631085,0,0,20
4/9/2022,0.195772059,0.095548246,0.242411658,-7.2,0.031874417,0,0,17
4/10/2022,0.163143382,0.195772059,0.216333333,-7.76,0.030264694,0,0,17
4/11/2022,0.235702614,0.163143382,0.221624772,-7.3,0.029073666,0,0,18
4/12/2022,0.28880719,0.235702614,0.275302368,-6.86,0.028138788,0,0,18
4/13/2022,0.126827485,0.28880719,0.341098361,-8.52,0.027010875,0,0,19
4/14/2022,0.150511696,0.126827485,0.350378871,-10.84,0.025353444,0,0,19
4/15/2022,0.055921053,0.150511696,0.348939891,-10.74,0.023050233,0,0,19
4/16/2022,0.074473684,0.055921053,0.399285975,-10.34,0.020296608,0,0,20
4/17/2022,0.123816138,0.074473684,0.424020036,-9.4,0.017481098,0,0,21
4/18/2022,0.081521739,0.123816138,0.373850638,-6.66,0.015035992,0,0,23
4/19/2022,0.073369565,0.081521739,0.362568306,-4.44,0.013022009,0,0,23
4/20/2022,0.112828947,0.073369565,0.374759563,-4.02,0.011292595,0,0,20
4/21/2022,0.108552632,0.112828947,0.370861567,-3.76,0.009801463,0,0,20
4/22/2022,0.055555556,0.108552632,0.343001822,-3.04,0.008433584,0,0,18
4/23/2022,0.058712121,0.055555556,0.301449909,-2.5,0.007130567,0,0,12
4/24/2022,0.028952991,0.058712121,0.300630237,-2.86,0.005920184,0,0,13
4/25/2022,0.059375,0.028952991,0.314371585,-3.54,0.004744303,0,0,16
4/26/2022,0.076785714,0.059375,0.309098361,-4.04,0.003535085,0,0,15
4/27/2022,0.104761905,0.076785714,0.295974499,-4.32,0.002390795,0,0,15
4/28/2022,0.080357143,0.104761905,0.277757741,-4.62,0.001489966,0,0,14
4/29/2022,0.073489011,0.080357143,0.274140255,-4.02,0.000948666,0,0,14
4/30/2022,0.068452381,0.073489011,0.287078324,-2.92,0.000767478,0,0,15
5/1/2022,0.122252747,0.068452381,0.331041894,-1.94,0.000801528,0,0,14
